AirQualityIndex,Year,MonthNo,MonthName,Zone,Station,Value
aqi,2017,2,Feb,South Central Bay,Redwood City,0
aqi,2017,3,Mar,South Central Bay,Redwood City,0
aqi,2017,4,Apr,South Central Bay,Redwood City,0
aqi,2017,5,May,South Central Bay,Redwood City,0
aqi,2017,6,Jun,South Central Bay,Redwood City,0
aqi,2017,7,Jul,South Central Bay,Redwood City,0
aqi,2017,8,Aug,South Central Bay,Redwood City,0
aqi,2017,9,Sep,South Central Bay,Redwood City,0
aqi,2017,10,Oct,South Central Bay,Redwood City,0
aqi,2017,11,Nov,South Central Bay,Redwood City,0
aqi,2017,1,Jan,Santa Clara Valley,Gilroy,51.0
aqi,2017,2,Feb,Santa Clara Valley,Gilroy,25.0
aqi,2017,3,Mar,Santa Clara Valley,Gilroy,24.0
aqi,2017,4,Apr,Santa Clara Valley,Gilroy,23.0
aqi,2017,5,May,Santa Clara Valley,Gilroy,43.0
aqi,2017,6,Jun,Santa Clara Valley,Gilroy,40.0
aqi,2017,7,Jul,Santa Clara Valley,Gilroy,45.0
aqi,2017,8,Aug,Santa Clara Valley,Gilroy,55.0
aqi,2017,9,Sep,Santa Clara Valley,Gilroy,66.0
aqi,2017,10,Oct,Santa Clara Valley,Gilroy,133.0
aqi,2017,11,Nov,Santa Clara Valley,Gilroy,40.0
aqi,2017,1,Jan,Santa Clara Valley,Los Gatos,0
aqi,2017,2,Feb,Santa Clara Valley,Los Gatos,0
aqi,2017,3,Mar,Santa Clara Valley,Los Gatos,0
aqi,2017,4,Apr,Santa Clara Valley,Los Gatos,0
aqi,2017,5,May,Santa Clara Valley,Los Gatos,0
aqi,2017,6,Jun,Santa Clara Valley,Los Gatos,0
aqi,2017,7,Jul,Santa Clara Valley,Los Gatos,0
aqi,2017,8,Aug,Santa Clara Valley,Los Gatos,0
aqi,2017,9,Sep,Santa Clara Valley,Los Gatos,0
aqi,2017,10,Oct,Santa Clara Valley,Los Gatos,0
aqi,2017,11,Nov,Santa Clara Valley,Los Gatos,0
aqi,2017,1,Jan,Santa Clara Valley,San Jose - Jackson St.,68.0
aqi,2017,2,Feb,Santa Clara Valley,San Jose - Jackson St.,53.0
aqi,2017,3,Mar,Santa Clara Valley,San Jose - Jackson St.,52.0
aqi,2017,4,Apr,Santa Clara Valley,San Jose - Jackson St.,56.0
aqi,2017,5,May,Santa Clara Valley,San Jose - Jackson St.,44.0
aqi,2017,6,Jun,Santa Clara Valley,San Jose - Jackson St.,57.0
aqi,2017,7,Jul,Santa Clara Valley,San Jose - Jackson St.,60.0
aqi,2017,8,Aug,Santa Clara Valley,San Jose - Jackson St.,81.0
aqi,2017,9,Sep,Santa Clara Valley,San Jose - Jackson St.,128.0
aqi,2017,10,Oct,Santa Clara Valley,San Jose - Jackson St.,136.0
aqi,2017,11,Nov,Santa Clara Valley,San Jose - Jackson St.,64.0
aqi,2017,1,Jan,Santa Clara Valley,San Jose - Knox Ave.,99.0
aqi,2017,2,Feb,Santa Clara Valley,San Jose - Knox Ave.,54.0
aqi,2017,3,Mar,Santa Clara Valley,San Jose - Knox Ave.,48.0
aqi,2017,4,Apr,Santa Clara Valley,San Jose - Knox Ave.,53.0
aqi,2017,5,May,Santa Clara Valley,San Jose - Knox Ave.,54.0
aqi,2017,6,Jun,Santa Clara Valley,San Jose - Knox Ave.,58.0
aqi,2017,7,Jul,Santa Clara Valley,San Jose - Knox Ave.,57.0
aqi,2017,8,Aug,Santa Clara Valley,San Jose - Knox Ave.,77.0
aqi,2017,9,Sep,Santa Clara Valley,San Jose - Knox Ave.,117.0
aqi,2017,10,Oct,Santa Clara Valley,San Jose - Knox Ave.,133.0
aqi,2017,11,Nov,Santa Clara Valley,San Jose - Knox Ave.,70.0
aqi,2017,1,Jan,Santa Clara Valley,San Martin - Airport,0
aqi,2017,2,Feb,Santa Clara Valley,San Martin - Airport,0
aqi,2017,3,Mar,Santa Clara Valley,San Martin - Airport,0
aqi,2017,4,Apr,Santa Clara Valley,San Martin - Airport,0
aqi,2017,5,May,Santa Clara Valley,San Martin - Airport,0
aqi,2017,6,Jun,Santa Clara Valley,San Martin - Airport,0
aqi,2017,7,Jul,Santa Clara Valley,San Martin - Airport,0
aqi,2017,8,Aug,Santa Clara Valley,San Martin - Airport,0
aqi,2017,9,Sep,Santa Clara Valley,San Martin - Airport,0
aqi,2017,10,Oct,Santa Clara Valley,San Martin - Airport,0
aqi,2017,11,Nov,Santa Clara Valley,San Martin - Airport,0
aqi,2018,1,Jan,Northern Zone,Forest Knolls,0
aqi,2018,2,Feb,Northern Zone,Forest Knolls,0
aqi,2018,3,Mar,Northern Zone,Forest Knolls,0
aqi,2018,4,Apr,Northern Zone,Forest Knolls,0
aqi,2018,5,May,Northern Zone,Forest Knolls,0
aqi,2018,6,Jun,Northern Zone,Forest Knolls,0
aqi,2018,7,Jul,Northern Zone,Forest Knolls,0
aqi,2018,8,Aug,Northern Zone,Forest Knolls,0
aqi,2018,9,Sep,Northern Zone,Forest Knolls,0
aqi,2018,10,Oct,Northern Zone,Forest Knolls,0
aqi,2018,11,Nov,Northern Zone,Forest Knolls,0
aqi,2018,1,Jan,Northern Zone,Napa - Napa Valley College,82.0
aqi,2018,2,Feb,Northern Zone,Napa - Napa Valley College,54.0
aqi,2018,3,Mar,Northern Zone,Napa - Napa Valley College,38.0
aqi,2018,4,Apr,Northern Zone,Napa - Napa Valley College,57.0
aqi,2018,5,May,Northern Zone,Napa - Napa Valley College,60.0
aqi,2018,6,Jun,Northern Zone,Napa - Napa Valley College,52.0
aqi,2018,7,Jul,Northern Zone,Napa - Napa Valley College,55.0
aqi,2018,8,Aug,Northern Zone,Napa - Napa Valley College,79.0
aqi,2018,9,Sep,Northern Zone,Napa - Napa Valley College,55.0
aqi,2018,10,Oct,Northern Zone,Napa - Napa Valley College,54.0
aqi,2018,11,Nov,Northern Zone,Napa - Napa Valley College,183.0
aqi,2018,1,Jan,Northern Zone,Napa,89.0
aqi,2018,2,Feb,Northern Zone,Napa,64.0
aqi,2018,3,Mar,Northern Zone,Napa,52.0
aqi,2018,4,Apr,Northern Zone,Napa,62.0
aqi,2018,5,May,Northern Zone,Napa,49.0
aqi,2018,6,Jun,Northern Zone,Napa,-1.0
aqi,2018,7,Jul,Northern Zone,Napa,-1.0
aqi,2018,8,Aug,Northern Zone,Napa,-1.0
aqi,2018,9,Sep,Northern Zone,Napa,-1.0
aqi,2018,10,Oct,Northern Zone,Napa,-1.0
aqi,2018,11,Nov,Northern Zone,Napa,-1.0
aqi,2018,1,Jan,Northern Zone,San Rafael,123.0
aqi,2018,2,Feb,Northern Zone,San Rafael,62.0
aqi,2018,3,Mar,Northern Zone,San Rafael,38.0
aqi,2018,4,Apr,Northern Zone,San Rafael,57.0
aqi,2018,5,May,Northern Zone,San Rafael,61.0
aqi,2018,6,Jun,Northern Zone,San Rafael,52.0
aqi,2018,7,Jul,Northern Zone,San Rafael,59.0
aqi,2018,8,Aug,Northern Zone,San Rafael,98.0
aqi,2018,9,Sep,Northern Zone,San Rafael,58.0
aqi,2018,10,Oct,Northern Zone,San Rafael,57.0
aqi,2018,11,Nov,Northern Zone,San Rafael,218.0
aqi,2018,1,Jan,Northern Zone,Sebastopol,84.0
aqi,2018,2,Feb,Northern Zone,Sebastopol,56.0
aqi,2018,3,Mar,Northern Zone,Sebastopol,32.0
aqi,2018,4,Apr,Northern Zone,Sebastopol,46.0
aqi,2018,5,May,Northern Zone,Sebastopol,57.0
aqi,2018,6,Jun,Northern Zone,Sebastopol,45.0
aqi,2018,7,Jul,Northern Zone,Sebastopol,51.0
aqi,2018,8,Aug,Northern Zone,Sebastopol,65.0
aqi,2018,9,Sep,Northern Zone,Sebastopol,48.0
aqi,2018,10,Oct,Northern Zone,Sebastopol,30.0
aqi,2018,11,Nov,Northern Zone,Sebastopol,226.0
aqi,2018,1,Jan,Northern Zone,Vallejo,132.0
aqi,2018,2,Feb,Northern Zone,Vallejo,74.0
aqi,2018,3,Mar,Northern Zone,Vallejo,51.0
aqi,2018,4,Apr,Northern Zone,Vallejo,63.0
aqi,2018,5,May,Northern Zone,Vallejo,64.0
aqi,2018,6,Jun,Northern Zone,Vallejo,53.0
aqi,2018,7,Jul,Northern Zone,Vallejo,59.0
aqi,2018,8,Aug,Northern Zone,Vallejo,92.0
aqi,2018,9,Sep,Northern Zone,Vallejo,60.0
aqi,2018,10,Oct,Northern Zone,Vallejo,57.0
aqi,2018,11,Nov,Northern Zone,Vallejo,247.0
aqi,2018,1,Jan,Coast & Central Bay,Berkeley Aquatic Park,93.0
aqi,2018,2,Feb,Coast & Central Bay,Berkeley Aquatic Park,83.0
aqi,2018,3,Mar,Coast & Central Bay,Berkeley Aquatic Park,53.0
aqi,2018,4,Apr,Coast & Central Bay,Berkeley Aquatic Park,64.0
aqi,2018,5,May,Coast & Central Bay,Berkeley Aquatic Park,68.0
aqi,2018,6,Jun,Coast & Central Bay,Berkeley Aquatic Park,85.0
aqi,2018,7,Jul,Coast & Central Bay,Berkeley Aquatic Park,54.0
aqi,2018,8,Aug,Coast & Central Bay,Berkeley Aquatic Park,118.0
aqi,2018,9,Sep,Coast & Central Bay,Berkeley Aquatic Park,59.0
aqi,2018,10,Oct,Coast & Central Bay,Berkeley Aquatic Park,58.0
aqi,2018,11,Nov,Coast & Central Bay,Berkeley Aquatic Park,216.0
aqi,2018,1,Jan,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,2,Feb,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,3,Mar,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,4,Apr,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,5,May,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,6,Jun,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,7,Jul,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,8,Aug,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,9,Sep,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,10,Oct,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,11,Nov,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2018,1,Jan,Coast & Central Bay,Laney College,108.0
aqi,2018,2,Feb,Coast & Central Bay,Laney College,84.0
aqi,2018,3,Mar,Coast & Central Bay,Laney College,64.0
aqi,2018,4,Apr,Coast & Central Bay,Laney College,66.0
aqi,2018,5,May,Coast & Central Bay,Laney College,70.0
aqi,2018,6,Jun,Coast & Central Bay,Laney College,61.0
aqi,2018,7,Jul,Coast & Central Bay,Laney College,58.0
aqi,2018,8,Aug,Coast & Central Bay,Laney College,133.0
aqi,2018,9,Sep,Coast & Central Bay,Laney College,69.0
aqi,2018,10,Oct,Coast & Central Bay,Laney College,60.0
aqi,2018,11,Nov,Coast & Central Bay,Laney College,219.0
aqi,2018,1,Jan,Coast & Central Bay,Oakland East,89.0
aqi,2018,2,Feb,Coast & Central Bay,Oakland East,66.0
aqi,2018,3,Mar,Coast & Central Bay,Oakland East,56.0
aqi,2018,4,Apr,Coast & Central Bay,Oakland East,63.0
aqi,2018,5,May,Coast & Central Bay,Oakland East,65.0
aqi,2018,6,Jun,Coast & Central Bay,Oakland East,56.0
aqi,2018,7,Jul,Coast & Central Bay,Oakland East,56.0
aqi,2018,8,Aug,Coast & Central Bay,Oakland East,117.0
aqi,2018,9,Sep,Coast & Central Bay,Oakland East,70.0
aqi,2018,10,Oct,Coast & Central Bay,Oakland East,62.0
aqi,2018,11,Nov,Coast & Central Bay,Oakland East,222.0
aqi,2018,1,Jan,Coast & Central Bay,Oakland West,101.0
aqi,2018,2,Feb,Coast & Central Bay,Oakland West,95.0
aqi,2018,3,Mar,Coast & Central Bay,Oakland West,64.0
aqi,2018,4,Apr,Coast & Central Bay,Oakland West,67.0
aqi,2018,5,May,Coast & Central Bay,Oakland West,73.0
aqi,2018,6,Jun,Coast & Central Bay,Oakland West,72.0
aqi,2018,7,Jul,Coast & Central Bay,Oakland West,54.0
aqi,2018,8,Aug,Coast & Central Bay,Oakland West,125.0
aqi,2018,9,Sep,Coast & Central Bay,Oakland West,76.0
aqi,2018,10,Oct,Coast & Central Bay,Oakland West,70.0
aqi,2018,11,Nov,Coast & Central Bay,Oakland West,220.0
aqi,2018,1,Jan,Coast & Central Bay,Pt. Richmond,0
aqi,2018,2,Feb,Coast & Central Bay,Pt. Richmond,0
aqi,2018,3,Mar,Coast & Central Bay,Pt. Richmond,0
aqi,2018,4,Apr,Coast & Central Bay,Pt. Richmond,0
aqi,2018,5,May,Coast & Central Bay,Pt. Richmond,0
aqi,2018,6,Jun,Coast & Central Bay,Pt. Richmond,0
aqi,2018,7,Jul,Coast & Central Bay,Pt. Richmond,0
aqi,2018,8,Aug,Coast & Central Bay,Pt. Richmond,0
aqi,2018,9,Sep,Coast & Central Bay,Pt. Richmond,0
aqi,2018,10,Oct,Coast & Central Bay,Pt. Richmond,0
aqi,2018,11,Nov,Coast & Central Bay,Pt. Richmond,0
aqi,2018,1,Jan,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,2,Feb,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,3,Mar,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,4,Apr,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,5,May,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,6,Jun,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,7,Jul,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,8,Aug,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,9,Sep,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,10,Oct,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,11,Nov,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2018,1,Jan,Coast & Central Bay,Rodeo,0
aqi,2018,2,Feb,Coast & Central Bay,Rodeo,0
aqi,2018,3,Mar,Coast & Central Bay,Rodeo,0
aqi,2018,4,Apr,Coast & Central Bay,Rodeo,0
aqi,2018,5,May,Coast & Central Bay,Rodeo,0
aqi,2018,6,Jun,Coast & Central Bay,Rodeo,0
aqi,2018,7,Jul,Coast & Central Bay,Rodeo,0
aqi,2018,8,Aug,Coast & Central Bay,Rodeo,0
aqi,2018,9,Sep,Coast & Central Bay,Rodeo,0
aqi,2018,10,Oct,Coast & Central Bay,Rodeo,0
aqi,2018,11,Nov,Coast & Central Bay,Rodeo,0
aqi,2018,1,Jan,Coast & Central Bay,San Francisco - Arkansas St.,111.0
aqi,2018,2,Feb,Coast & Central Bay,San Francisco - Arkansas St.,82.0
aqi,2018,3,Mar,Coast & Central Bay,San Francisco - Arkansas St.,55.0
aqi,2018,4,Apr,Coast & Central Bay,San Francisco - Arkansas St.,54.0
aqi,2018,5,May,Coast & Central Bay,San Francisco - Arkansas St.,58.0
aqi,2018,6,Jun,Coast & Central Bay,San Francisco - Arkansas St.,56.0
aqi,2018,7,Jul,Coast & Central Bay,San Francisco - Arkansas St.,58.0
aqi,2018,8,Aug,Coast & Central Bay,San Francisco - Arkansas St.,128.0
aqi,2018,9,Sep,Coast & Central Bay,San Francisco - Arkansas St.,70.0
aqi,2018,10,Oct,Coast & Central Bay,San Francisco - Arkansas St.,63.0
aqi,2018,11,Nov,Coast & Central Bay,San Francisco - Arkansas St.,228.0
aqi,2018,1,Jan,Coast & Central Bay,San Pablo - Rumrill,104.0
aqi,2018,2,Feb,Coast & Central Bay,San Pablo - Rumrill,65.0
aqi,2018,3,Mar,Coast & Central Bay,San Pablo - Rumrill,47.0
aqi,2018,4,Apr,Coast & Central Bay,San Pablo - Rumrill,66.0
aqi,2018,5,May,Coast & Central Bay,San Pablo - Rumrill,70.0
aqi,2018,6,Jun,Coast & Central Bay,San Pablo - Rumrill,63.0
aqi,2018,7,Jul,Coast & Central Bay,San Pablo - Rumrill,63.0
aqi,2018,8,Aug,Coast & Central Bay,San Pablo - Rumrill,116.0
aqi,2018,9,Sep,Coast & Central Bay,San Pablo - Rumrill,64.0
aqi,2018,10,Oct,Coast & Central Bay,San Pablo - Rumrill,60.0
aqi,2018,11,Nov,Coast & Central Bay,San Pablo - Rumrill,245.0
aqi,2018,1,Jan,Eastern Zone,Bethel Island,0
aqi,2018,2,Feb,Eastern Zone,Bethel Island,0
aqi,2018,3,Mar,Eastern Zone,Bethel Island,0
aqi,2018,4,Apr,Eastern Zone,Bethel Island,0
aqi,2018,5,May,Eastern Zone,Bethel Island,0
aqi,2018,6,Jun,Eastern Zone,Bethel Island,0
aqi,2018,7,Jul,Eastern Zone,Bethel Island,0
aqi,2018,8,Aug,Eastern Zone,Bethel Island,0
aqi,2018,9,Sep,Eastern Zone,Bethel Island,0
aqi,2018,10,Oct,Eastern Zone,Bethel Island,0
aqi,2018,11,Nov,Eastern Zone,Bethel Island,0
aqi,2018,1,Jan,Eastern Zone,Concord,145.0
aqi,2018,2,Feb,Eastern Zone,Concord,81.0
aqi,2018,3,Mar,Eastern Zone,Concord,54.0
aqi,2018,4,Apr,Eastern Zone,Concord,60.0
aqi,2018,5,May,Eastern Zone,Concord,59.0
aqi,2018,6,Jun,Eastern Zone,Concord,62.0
aqi,2018,7,Jul,Eastern Zone,Concord,62.0
aqi,2018,8,Aug,Eastern Zone,Concord,110.0
aqi,2018,9,Sep,Eastern Zone,Concord,58.0
aqi,2018,10,Oct,Eastern Zone,Concord,75.0
aqi,2018,11,Nov,Eastern Zone,Concord,210.0
aqi,2018,1,Jan,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,2,Feb,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,3,Mar,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,4,Apr,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,5,May,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,6,Jun,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,7,Jul,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,8,Aug,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,9,Sep,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,10,Oct,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,11,Nov,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2018,1,Jan,Eastern Zone,Livermore - Rincon Ave.,110.0
aqi,2018,2,Feb,Eastern Zone,Livermore - Rincon Ave.,58.0
aqi,2018,3,Mar,Eastern Zone,Livermore - Rincon Ave.,47.0
aqi,2018,4,Apr,Eastern Zone,Livermore - Rincon Ave.,56.0
aqi,2018,5,May,Eastern Zone,Livermore - Rincon Ave.,53.0
aqi,2018,6,Jun,Eastern Zone,Livermore - Rincon Ave.,46.0
aqi,2018,7,Jul,Eastern Zone,Livermore - Rincon Ave.,52.0
aqi,2018,8,Aug,Eastern Zone,Livermore - Rincon Ave.,114.0
aqi,2018,9,Sep,Eastern Zone,Livermore - Rincon Ave.,64.0
aqi,2018,10,Oct,Eastern Zone,Livermore - Rincon Ave.,58.0
aqi,2018,11,Nov,Eastern Zone,Livermore - Rincon Ave.,223.0
aqi,2018,1,Jan,Eastern Zone,Martinez - Jones St.,0
aqi,2018,2,Feb,Eastern Zone,Martinez - Jones St.,0
aqi,2018,3,Mar,Eastern Zone,Martinez - Jones St.,0
aqi,2018,4,Apr,Eastern Zone,Martinez - Jones St.,0
aqi,2018,5,May,Eastern Zone,Martinez - Jones St.,0
aqi,2018,6,Jun,Eastern Zone,Martinez - Jones St.,0
aqi,2018,7,Jul,Eastern Zone,Martinez - Jones St.,0
aqi,2018,8,Aug,Eastern Zone,Martinez - Jones St.,0
aqi,2018,9,Sep,Eastern Zone,Martinez - Jones St.,0
aqi,2018,10,Oct,Eastern Zone,Martinez - Jones St.,0
aqi,2018,11,Nov,Eastern Zone,Martinez - Jones St.,0
aqi,2018,1,Jan,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,2,Feb,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,3,Mar,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,4,Apr,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,5,May,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,6,Jun,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,7,Jul,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,8,Aug,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,9,Sep,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,10,Oct,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,11,Nov,Eastern Zone,Pittsburg - Loveridge,0
aqi,2018,1,Jan,Eastern Zone,Pleasanton,0
aqi,2018,2,Feb,Eastern Zone,Pleasanton,0
aqi,2018,3,Mar,Eastern Zone,Pleasanton,0
aqi,2018,4,Apr,Eastern Zone,Pleasanton,0
aqi,2018,5,May,Eastern Zone,Pleasanton,0
aqi,2018,6,Jun,Eastern Zone,Pleasanton,0
aqi,2018,7,Jul,Eastern Zone,Pleasanton,0
aqi,2018,8,Aug,Eastern Zone,Pleasanton,0
aqi,2018,9,Sep,Eastern Zone,Pleasanton,0
aqi,2018,10,Oct,Eastern Zone,Pleasanton,0
aqi,2018,11,Nov,Eastern Zone,Pleasanton,0
aqi,2018,1,Jan,Eastern Zone,Pleasanton - Owens Ct.,-1.0
aqi,2018,2,Feb,Eastern Zone,Pleasanton - Owens Ct.,-1.0
aqi,2018,3,Mar,Eastern Zone,Pleasanton - Owens Ct.,0.0
aqi,2018,4,Apr,Eastern Zone,Pleasanton - Owens Ct.,56.0
aqi,2018,5,May,Eastern Zone,Pleasanton - Owens Ct.,62.0
aqi,2018,6,Jun,Eastern Zone,Pleasanton - Owens Ct.,59.0
aqi,2018,7,Jul,Eastern Zone,Pleasanton - Owens Ct.,57.0
aqi,2018,8,Aug,Eastern Zone,Pleasanton - Owens Ct.,123.0
aqi,2018,9,Sep,Eastern Zone,Pleasanton - Owens Ct.,67.0
aqi,2018,10,Oct,Eastern Zone,Pleasanton - Owens Ct.,67.0
aqi,2018,11,Nov,Eastern Zone,Pleasanton - Owens Ct.,215.0
aqi,2018,1,Jan,Eastern Zone,San Ramon,0
aqi,2018,2,Feb,Eastern Zone,San Ramon,0
aqi,2018,3,Mar,Eastern Zone,San Ramon,0
aqi,2018,4,Apr,Eastern Zone,San Ramon,0
aqi,2018,5,May,Eastern Zone,San Ramon,0
aqi,2018,6,Jun,Eastern Zone,San Ramon,0
aqi,2018,7,Jul,Eastern Zone,San Ramon,0
aqi,2018,8,Aug,Eastern Zone,San Ramon,0
aqi,2018,9,Sep,Eastern Zone,San Ramon,0
aqi,2018,10,Oct,Eastern Zone,San Ramon,0
aqi,2018,11,Nov,Eastern Zone,San Ramon,0
aqi,2018,1,Jan,South Central Bay,Hayward,0
aqi,2018,2,Feb,South Central Bay,Hayward,0
aqi,2018,3,Mar,South Central Bay,Hayward,0
aqi,2018,4,Apr,South Central Bay,Hayward,0
aqi,2018,5,May,South Central Bay,Hayward,0
aqi,2018,6,Jun,South Central Bay,Hayward,0
aqi,2018,7,Jul,South Central Bay,Hayward,0
aqi,2018,8,Aug,South Central Bay,Hayward,0
aqi,2018,9,Sep,South Central Bay,Hayward,0
aqi,2018,10,Oct,South Central Bay,Hayward,0
aqi,2018,11,Nov,South Central Bay,Hayward,0
aqi,2018,1,Jan,South Central Bay,Redwood City,83.0
aqi,2018,2,Feb,South Central Bay,Redwood City,58.0
aqi,2018,3,Mar,South Central Bay,Redwood City,38.0
aqi,2018,4,Apr,South Central Bay,Redwood City,59.0
aqi,2018,5,May,South Central Bay,Redwood City,62.0
aqi,2018,6,Jun,South Central Bay,Redwood City,56.0
aqi,2018,7,Jul,South Central Bay,Redwood City,57.0
aqi,2018,8,Aug,South Central Bay,Redwood City,122.0
aqi,2018,9,Sep,South Central Bay,Redwood City,56.0
aqi,2018,10,Oct,South Central Bay,Redwood City,55.0
aqi,2018,11,Nov,South Central Bay,Redwood City,185.0
aqi,2018,1,Jan,South Central Bay,Redwood City,0
aqi,2018,2,Feb,South Central Bay,Redwood City,0
aqi,2018,3,Mar,South Central Bay,Redwood City,0
aqi,2018,4,Apr,South Central Bay,Redwood City,0
aqi,2018,5,May,South Central Bay,Redwood City,0
aqi,2018,6,Jun,South Central Bay,Redwood City,0
aqi,2018,7,Jul,South Central Bay,Redwood City,0
aqi,2018,8,Aug,South Central Bay,Redwood City,0
aqi,2018,9,Sep,South Central Bay,Redwood City,0
aqi,2018,10,Oct,South Central Bay,Redwood City,0
aqi,2018,11,Nov,South Central Bay,Redwood City,0
aqi,2018,1,Jan,Santa Clara Valley,Gilroy,61.0
aqi,2018,2,Feb,Santa Clara Valley,Gilroy,33.0
aqi,2018,3,Mar,Santa Clara Valley,Gilroy,28.0
aqi,2018,4,Apr,Santa Clara Valley,Gilroy,42.0
aqi,2018,5,May,Santa Clara Valley,Gilroy,48.0
aqi,2018,6,Jun,Santa Clara Valley,Gilroy,45.0
aqi,2018,7,Jul,Santa Clara Valley,Gilroy,48.0
aqi,2018,8,Aug,Santa Clara Valley,Gilroy,113.0
aqi,2018,9,Sep,Santa Clara Valley,Gilroy,53.0
aqi,2018,10,Oct,Santa Clara Valley,Gilroy,56.0
aqi,2018,11,Nov,Santa Clara Valley,Gilroy,173.0
aqi,2018,1,Jan,Santa Clara Valley,Los Gatos,0
aqi,2018,2,Feb,Santa Clara Valley,Los Gatos,0
aqi,2018,3,Mar,Santa Clara Valley,Los Gatos,0
aqi,2018,4,Apr,Santa Clara Valley,Los Gatos,0
aqi,2018,5,May,Santa Clara Valley,Los Gatos,0
aqi,2018,6,Jun,Santa Clara Valley,Los Gatos,0
aqi,2018,7,Jul,Santa Clara Valley,Los Gatos,0
aqi,2018,8,Aug,Santa Clara Valley,Los Gatos,0
aqi,2018,9,Sep,Santa Clara Valley,Los Gatos,0
aqi,2018,10,Oct,Santa Clara Valley,Los Gatos,0
aqi,2018,11,Nov,Santa Clara Valley,Los Gatos,0
aqi,2018,1,Jan,Santa Clara Valley,San Jose - Jackson St.,107.0
aqi,2018,2,Feb,Santa Clara Valley,San Jose - Jackson St.,64.0
aqi,2018,3,Mar,Santa Clara Valley,San Jose - Jackson St.,56.0
aqi,2018,4,Apr,Santa Clara Valley,San Jose - Jackson St.,64.0
aqi,2018,5,May,Santa Clara Valley,San Jose - Jackson St.,64.0
aqi,2018,6,Jun,Santa Clara Valley,San Jose - Jackson St.,56.0
aqi,2018,7,Jul,Santa Clara Valley,San Jose - Jackson St.,56.0
aqi,2018,8,Aug,Santa Clara Valley,San Jose - Jackson St.,125.0
aqi,2018,9,Sep,Santa Clara Valley,San Jose - Jackson St.,71.0
aqi,2018,10,Oct,Santa Clara Valley,San Jose - Jackson St.,68.0
aqi,2018,11,Nov,Santa Clara Valley,San Jose - Jackson St.,191.0
aqi,2018,1,Jan,Santa Clara Valley,San Jose - Knox Ave.,124.0
aqi,2018,2,Feb,Santa Clara Valley,San Jose - Knox Ave.,75.0
aqi,2018,3,Mar,Santa Clara Valley,San Jose - Knox Ave.,54.0
aqi,2018,4,Apr,Santa Clara Valley,San Jose - Knox Ave.,63.0
aqi,2018,5,May,Santa Clara Valley,San Jose - Knox Ave.,63.0
aqi,2018,6,Jun,Santa Clara Valley,San Jose - Knox Ave.,76.0
aqi,2018,7,Jul,Santa Clara Valley,San Jose - Knox Ave.,53.0
aqi,2018,8,Aug,Santa Clara Valley,San Jose - Knox Ave.,108.0
